" 
Nome",NIF,Tipo Entidade,Escalão Dívida
"FUNDA PARQUE - CONFECÇÕES, LDA",501945180,Pessoa Coletiva,"50000,01 a 100000"
MOTORCAIMA SOC COMERCIALIZACAO VEICULOS MOTORES LD,501946233,Pessoa Coletiva,"50000,01 a 100000"
JAIME NOGUEIRA FS LD,501946799,Pessoa Coletiva,"50000,01 a 100000"
PA - MONCHIQUE - PAPAGAIOS DE MONCHIQUE SOCIEDADE UNIPESSOAL LDA,501948503,Pessoa Coletiva,"50000,01 a 100000"
CARLOS DIAS & COSTA LD,501948600,Pessoa Coletiva,"50000,01 a 100000"
CONGELAR - PRODUTOS ALIMENTARES LDA,501949593,Pessoa Coletiva,"50000,01 a 100000"
"SPINCOZ, LDA",501949801,Pessoa Coletiva,"50000,01 a 100000"
"APLIQUE - FABRICA DE ESTANHOS DECORATIVOS, LDA",501950800,Pessoa Coletiva,"50000,01 a 100000"
"GRANISINTRA-MARMORES E GRANITOS, LDA.",501954139,Pessoa Coletiva,"50000,01 a 100000"
QUATRO L-EMPRESA CONFEÇÕES LDA,501956875,Pessoa Coletiva,"50000,01 a 100000"
AUTO INFANTADO SOC COM AUTOMOVEIS LD,501958720,Pessoa Coletiva,"50000,01 a 100000"
"SOLAR DOS CONDES CASA DE PASTO, LDA.",501959114,Pessoa Coletiva,"50000,01 a 100000"
SOFELPOS TEXTEIS CONFECCOES LD,501962069,Pessoa Coletiva,"50000,01 a 100000"
CONFECCOES BELTI LD,501967141,Pessoa Coletiva,"50000,01 a 100000"
"JARDIM DE INFÂNCIA ESPELHO DE ÁGUA DE ODIVELAS, UNIPESSOAL LDA",501968679,Pessoa Coletiva,"50000,01 a 100000"
CAFE PAST O MOLICEIRO LD,501969462,Pessoa Coletiva,"50000,01 a 100000"
MANUEL PAIVA LD,501971106,Pessoa Coletiva,"50000,01 a 100000"
VINHALENTEJO COMERCIO DISTRIBUICAO VINHOS LD,501972366,Pessoa Coletiva,"50000,01 a 100000"
CONFECCOES PINHAL LD,501974148,Pessoa Coletiva,"50000,01 a 100000"
APHRODITE INSTITUTO BELEZA LD,501977120,Pessoa Coletiva,"50000,01 a 100000"
JOSE MANUEL CARDOSO ALFAIATES LDA,501979549,Pessoa Coletiva,"50000,01 a 100000"
"ECOPAISAGEM - JARDINS DEC. SILVICULTURA, LDA",501981845,Pessoa Coletiva,"50000,01 a 100000"
FABRICA PEUGAS AVE LD,501984780,Pessoa Coletiva,"50000,01 a 100000"
"EDISER, PROJECTOS E CONSTRUÇÃO CIVIL, LDA - ""EM LIQUIDAÇÃO""",501984909,Pessoa Coletiva,"50000,01 a 100000"
FERNANDA CAMPOS LD,501985204,Pessoa Coletiva,"50000,01 a 100000"
ALCIDES DA SILVA HENRIQUES LDA - EM LIQUIDAÇÃO,501988580,Pessoa Coletiva,"50000,01 a 100000"
GUIMATECTO REVESTIMENTOS DECORACOES LD,501990666,Pessoa Coletiva,"50000,01 a 100000"
AQUI HA PUBLICIDADE MARKETING LD,501993266,Pessoa Coletiva,"50000,01 a 100000"
"AMBROSIL - SOCIEDADE TÉCNICA DE ALUMÍNIOS E VIDRO, UNIPESSOAL, LDA",502006668,Pessoa Coletiva,"50000,01 a 100000"
"CASA DE REPOUSO SANTA CLARA, LDA.",502008768,Pessoa Coletiva,"50000,01 a 100000"
"CONFECÇÕES TEMO, LDA",502010991,Pessoa Coletiva,"50000,01 a 100000"
MASSA INSOLVENTE DE: ANEP CONTABILIDADE LD,502012439,Pessoa Coletiva,"50000,01 a 100000"
CARLOS ALBERTO E PEDROSA LD,502012781,Pessoa Coletiva,"50000,01 a 100000"
"ADUANALVIELA-AGENTES ADUANEIROS,LDA",502013133,Pessoa Coletiva,"50000,01 a 100000"
"SANOCAL IMPORTAÇÃO E EXPORTAÇÃO, S A",502014113,Pessoa Coletiva,"50000,01 a 100000"
JOFAL-INDUSTRIA DE MOVEIS METALICOS E ARTIGOS DE CAMPISMO LDA EM LIQUIDAÇÃO,502015640,Pessoa Coletiva,"50000,01 a 100000"
CLINICA DENTARIA NOIVO E NOIVO LD,502020083,Pessoa Coletiva,"50000,01 a 100000"
"NEOCLASSICA - SOCIEDADE DE PORCELANAS, LDA",502023210,Pessoa Coletiva,"50000,01 a 100000"
ELASTOPLAST PRODUTOS INJECTADOS PLASTICO BORRACHA LD,502032391,Pessoa Coletiva,"50000,01 a 100000"
CONSTRUÇOES BENJAMIM SANTOS LDA,502032405,Pessoa Coletiva,"50000,01 a 100000"
MADEIRAS MURTA LDA,502049740,Pessoa Coletiva,"50000,01 a 100000"
SPODART SOCIEDADE PORCELANAS DECORATIVAS ARTISTICAS LDA,502050713,Pessoa Coletiva,"50000,01 a 100000"
"CRIABEL - TEXTEIS LAR, LDA",502053240,Pessoa Coletiva,"50000,01 a 100000"
"REVALVI - REVESTIMENTOS EM ALUMINIO E VIDRO, LDA",502053917,Pessoa Coletiva,"50000,01 a 100000"
JORNAL ESPOSENDE SOCIEDADE EDITORA LD,502054719,Pessoa Coletiva,"50000,01 a 100000"
"CLINICA TORRE DO PINHAL, LDA.",502056150,Pessoa Coletiva,"50000,01 a 100000"
FOLIO COMUNICAÇAO GLOBAL LDA,502057432,Pessoa Coletiva,"50000,01 a 100000"
ISAFIL PRODUTOS ALIMENTARES LD,502062126,Pessoa Coletiva,"50000,01 a 100000"
"MADEICOSTA - INDUSTRIA E DERIVADOS DE MADEIRAS, LDA",502062428,Pessoa Coletiva,"50000,01 a 100000"
"AIRES & AIRES, LDA",502063971,Pessoa Coletiva,"50000,01 a 100000"
IBEROTIR TRANSPORTES INTERNACIONAIS LD,502065850,Pessoa Coletiva,"50000,01 a 100000"
HIGINOR - PLANEAMENTO E SERVIÇOS HIGIENE LDA,502072628,Pessoa Coletiva,"50000,01 a 100000"
VALENTIM SANTOS & PEREIRA LD,502074930,Pessoa Coletiva,"50000,01 a 100000"
"ROTASI - CONTABILIDADE, DOCUMENTAÇÃO E INFORMÁTICA LDA",502075511,Pessoa Coletiva,"50000,01 a 100000"
"FERSONI - COMÉRCIO INTERNACIONAL, S.A. - SOCIEDADE EM LIQUIDAÇÃO",502076615,Pessoa Coletiva,"50000,01 a 100000"
FRUTAR-FRUTAS DE ARRANHÓ SA- EM LIQUIDAÇÃO,502077654,Pessoa Coletiva,"50000,01 a 100000"
"DINATEC - INSTALAÇÕES E PROJECTOS ELÉCTRICOS MÉDIA E BAIXA TENSÃO, MANUTENÇÃO INDUSTRIAL LDA, EM LIQUIDAÇÃO",502081201,Pessoa Coletiva,"50000,01 a 100000"
GAUDITECA GAB AUDITORIA E APOIO TECNICAS ADMINISTRATIVAS LD,502082437,Pessoa Coletiva,"50000,01 a 100000"
GRANDE HOTEL CURIA SOC EXPLORAÇÃO EMP TURISTICOS HOTELEIROS LDA,502085312,Pessoa Coletiva,"50000,01 a 100000"
CASA PASTO MANUEL FEIRA LD,502086181,Pessoa Coletiva,"50000,01 a 100000"
INDENER INDUSTRIA EQUIPAMENTO PARA ENERGIA RENOVAV EIS LD,502087536,Pessoa Coletiva,"50000,01 a 100000"
SOC CONSTRUCOES GOUXALAR LD,502096829,Pessoa Coletiva,"50000,01 a 100000"
SUSANA CALCADO LD,502100753,Pessoa Coletiva,"50000,01 a 100000"
JALF ARTIGOS ESCRITORIO PAPELARIA LD,502100800,Pessoa Coletiva,"50000,01 a 100000"
CONSTRUCOES LEAL LD,502102756,Pessoa Coletiva,"50000,01 a 100000"
SOCIREL IMP EXP PRODUTOS QUIMICOS S A,502104821,Pessoa Coletiva,"50000,01 a 100000"
CONFECCOES M M LD,502110147,Pessoa Coletiva,"50000,01 a 100000"
AC - BIO COSMÉTICA S.A. - EM LIQUIDAÇÃO,502113243,Pessoa Coletiva,"50000,01 a 100000"
"QUERLUZ, LDA",502115238,Pessoa Coletiva,"50000,01 a 100000"
VISUAL EMPRES HOTELEIROS LD,502117311,Pessoa Coletiva,"50000,01 a 100000"
"ALBERTO TAVARES RIBEIRO & FILHOS, LDA.",502120363,Pessoa Coletiva,"50000,01 a 100000"
ASS PAIS ENC EDUCACAO EB 2 3 P ALB NETO RIO MOURO,502120452,Pessoa Coletiva,"50000,01 a 100000"
MASSA INSOLVENTE DE MANUEL VIEIRA & VIEIRA LD,502122986,Pessoa Coletiva,"50000,01 a 100000"
"MARIOS - FABRICA DE CALÇADO, LDA",502124776,Pessoa Coletiva,"50000,01 a 100000"
"TORPECEL, UNIPESSOAL LDA",502125659,Pessoa Coletiva,"50000,01 a 100000"
ABEL BARBOSA LD,502126779,Pessoa Coletiva,"50000,01 a 100000"
UNITAPETE TEXTEIS PARA O LAR LDA,502126817,Pessoa Coletiva,"50000,01 a 100000"
GARROS SOCIEDADE MALHAS CONFECÇÕES LD,502126990,Pessoa Coletiva,"50000,01 a 100000"
"REPDECO REPRESENTACOES E DECORACOES, LD",502131276,Pessoa Coletiva,"50000,01 a 100000"
CONFECÇÕES A.L. LDA - EM LIQUIDAÇÃO,502131748,Pessoa Coletiva,"50000,01 a 100000"
MECANOPLASTICO-INDUSTRIA DE MOLDES E PLASTICOS LDA,502132523,Pessoa Coletiva,"50000,01 a 100000"
JOAQUIM PACHECO & FILHOS LD,502133295,Pessoa Coletiva,"50000,01 a 100000"
METALGALVA-EMPRESA DE SERVIÇOS E INDUSTRIA METALOMECANICA E AFINS LDA (FIRMA CANCELADA),502134305,Pessoa Coletiva,"50000,01 a 100000"
ARTURCARMA COMÉRCIO MADEIRAS LDA,502136073,Pessoa Coletiva,"50000,01 a 100000"
ASSINFEMOLDE IND FERRAMENTAS MOLDES LD,502138076,Pessoa Coletiva,"50000,01 a 100000"
MADRAGOA FILMES PRODUCAO FILMES SA,502147342,Pessoa Coletiva,"50000,01 a 100000"
TECNOPER PERITAGENS AVALIACOES LD,502149418,Pessoa Coletiva,"50000,01 a 100000"
MALHAS D NUNO LD,502150017,Pessoa Coletiva,"50000,01 a 100000"
IMOZUR MATERIAIS DE CONSTRUÇÃO LDA,502150718,Pessoa Coletiva,"50000,01 a 100000"
BATIPOR CONSTRUCOES LD,502153580,Pessoa Coletiva,"50000,01 a 100000"
"CARMO & APOLINARIO, LDA.",502155477,Pessoa Coletiva,"50000,01 a 100000"
"JOSE MANUEL PRAZERES MARTINS, LDA",502160330,Pessoa Coletiva,"50000,01 a 100000"
MASSA INSOLVENTE DE CARPILAMAS CARPINTARIA LDA,502163526,Pessoa Coletiva,"50000,01 a 100000"
TIP PAPELARIA MARGINAL LD,502166100,Pessoa Coletiva,"50000,01 a 100000"
"L.N.RIBEIRO CONSTRUÇÕES, LDA",502168544,Pessoa Coletiva,"50000,01 a 100000"
"ESPAÇOLASER, FOTOCOMPOSIÇÃO E ARTES GRAFICAS LDA - EM LIQUIDAÇÃO",502176334,Pessoa Coletiva,"50000,01 a 100000"
DATA 4 INFORMATICA E PROCESSAMENTO DE DADOS LDA,502176660,Pessoa Coletiva,"50000,01 a 100000"
RAPOSEIRA COMERCIO INDUSTRIA TEXTEIS LD,502179635,Pessoa Coletiva,"50000,01 a 100000"
FRANCISCO BARBOSA & IRMAO LD,502180722,Pessoa Coletiva,"50000,01 a 100000"
AGOSTINHO DA COSTA LDA,502182466,Pessoa Coletiva,"50000,01 a 100000"
"SURF AMOREIRAS - EQUIPAMENTO E VESTUÁRIO DESPORTIVO, LIMITADA - EM LIQUIDAÇÃO",502183896,Pessoa Coletiva,"50000,01 a 100000"
MORSAN FAB MEIAS LD,502186089,Pessoa Coletiva,"50000,01 a 100000"
ÁGUIA REAL ACTIVIDADES HOTELEIRAS LD,502187824,Pessoa Coletiva,"50000,01 a 100000"
CONSTRUÇÕES J. RAMIRO LDA - EM LIQUIDAÇÃO,502193565,Pessoa Coletiva,"50000,01 a 100000"
CARLOS MEIRA LDA,502197765,Pessoa Coletiva,"50000,01 a 100000"
"TERMOLDE MOLDES E TERMOFORMAGEM DE PLASTICOS, LDA.",502199865,Pessoa Coletiva,"50000,01 a 100000"
CONSTRUÇÕES VALDACORENSE UNIPESSOAL LDA,502200120,Pessoa Coletiva,"50000,01 a 100000"
CONSTRUCOES LINO LD,502205024,Pessoa Coletiva,"50000,01 a 100000"
VIANA AGRICOLA PRODUTOS PARA AGRICULTURA LD,502205989,Pessoa Coletiva,"50000,01 a 100000"
METALVISA SERRALHARIA MECANICA LD,502210290,Pessoa Coletiva,"50000,01 a 100000"
ORCETE ORG CENTRO TECNICO PREVENCAO CONTRA INCENDIOS LD,502214732,Pessoa Coletiva,"50000,01 a 100000"
FONTE & PEREIRA LD,502215755,Pessoa Coletiva,"50000,01 a 100000"
EVORALIMENTAR-COMERCIO GROSSISTA DE PRODUTOS ALIMENTARES S.A.,502216123,Pessoa Coletiva,"50000,01 a 100000"
PANHOLD COMPANHIA PORTUGUESA SERVIÇOS S.A.,502216964,Pessoa Coletiva,"50000,01 a 100000"
MEGA MARMORES GRANITOS LD,502220988,Pessoa Coletiva,"50000,01 a 100000"
POLILETRA SISTEMAS POR COMPUTADORES LDA,502221100,Pessoa Coletiva,"50000,01 a 100000"
CARBOSOR - INDÚSTRIA DE CARVÃO LDA.,502227800,Pessoa Coletiva,"50000,01 a 100000"
"AUTO MOTRIZ, S.A",502231580,Pessoa Coletiva,"50000,01 a 100000"
LILÁS MODA LD,502235519,Pessoa Coletiva,"50000,01 a 100000"
J.B.G.-SERVIÇOS DE CORRESPONDENCIA INTERNACIONAL LDA- EM LIQUIDAÇÃO,502236051,Pessoa Coletiva,"50000,01 a 100000"
"SILVA OLIVEIRA & PEREIRA, LDA.",502239166,Pessoa Coletiva,"50000,01 a 100000"
COBES CONSTRUCOES METALICAS LDA,502239980,Pessoa Coletiva,"50000,01 a 100000"
"FORTUNA - EQUIPAMENTOS INDUSTRIAIS, LDA",502240555,Pessoa Coletiva,"50000,01 a 100000"
LITTLEHAMPTON ESCOLA LINGUAS LD,502240989,Pessoa Coletiva,"50000,01 a 100000"
ARCA NOVA MOVEIS E DECORACOES LD,502242230,Pessoa Coletiva,"50000,01 a 100000"
REDOFIL FAB REDES FIOS LD,502244577,Pessoa Coletiva,"50000,01 a 100000"
CENTRO SOCIAL DE SANTANA,502248440,Pessoa Coletiva,"50000,01 a 100000"
CONFECCOES SANTOS UNIPESSOAL LD,502248467,Pessoa Coletiva,"50000,01 a 100000"
"MARISQUEIRA CAIS DO SODRE, LDA.",502251441,Pessoa Coletiva,"50000,01 a 100000"
"CHURRASQUEIRA CENTRAL DE FELGUEIRAS, UNIPESSOAL, LIMITADA",502251794,Pessoa Coletiva,"50000,01 a 100000"
"ROCHA & CARLOS - CAIXILHARIA DE ALUMINIO, LDA- EM LIQUIDAÇÃO",502251859,Pessoa Coletiva,"50000,01 a 100000"
LUIS AMASTOR CORTICAS LD,502252820,Pessoa Coletiva,"50000,01 a 100000"
ABCLINICA AVENIDA DA BOAVISTA CLINICA S A,502258578,Pessoa Coletiva,"50000,01 a 100000"
SOCIEDADE CONSTRUÇÕES AVELEDA LD,502261269,Pessoa Coletiva,"50000,01 a 100000"
TEIXEIRA DA SILVA LD.,502266228,Pessoa Coletiva,"50000,01 a 100000"
MANUEL JOAQUIM LOPES BARAO LD,502268093,Pessoa Coletiva,"50000,01 a 100000"
MAGAN-CONFECÇÕES TEXTEIS LDA - EM LIQUIDAÇÃO,502269332,Pessoa Coletiva,"50000,01 a 100000"
ACHRO PORTUGAL - PAVIMENTOS E SISTEMAS TECNOQUIMICOS PARA A CONSTRUÇÃO LDA - EM LIQUIDAÇÃO,502271418,Pessoa Coletiva,"50000,01 a 100000"
CATASUL-CONSTRUÇÃO CIVIL E OBRAS PUBLICAS LDA - EM LIQUIDAÇÃO,502272546,Pessoa Coletiva,"50000,01 a 100000"
MINITEX FAB CONF LD,502272821,Pessoa Coletiva,"50000,01 a 100000"
NORASA EMPRE JARDINAGEM LDA,502277602,Pessoa Coletiva,"50000,01 a 100000"
COVISLA CONSTRUCAO GESTAO ENGENHARIA LD,502277777,Pessoa Coletiva,"50000,01 a 100000"
JOAO CARLOS FILIPE LD,502278633,Pessoa Coletiva,"50000,01 a 100000"
"EMILIANO CONSTRUÇÕES, S.A.",502285800,Pessoa Coletiva,"50000,01 a 100000"
GRAFIMINDE-INDUSTRIA GRAFICA LDA,502287756,Pessoa Coletiva,"50000,01 a 100000"
VIMARKUS MOBILIARIO LDA,502290439,Pessoa Coletiva,"50000,01 a 100000"
BRITISOLA REPARACOES CONSTRUCOES LD,502292814,Pessoa Coletiva,"50000,01 a 100000"
"ANTELIS-SOCIEDADE DE CONSTRUCAO CIVIL, LDA.",502293829,Pessoa Coletiva,"50000,01 a 100000"
J.M. & TORRES LDA,502293870,Pessoa Coletiva,"50000,01 a 100000"
IRMÃOS AZEVEDO UNIPESSOAL LDA - EM LIQUIDAÇÃO,502296623,Pessoa Coletiva,"50000,01 a 100000"
GENIDETE - CARDACAOE ACABAMENTOS DE TECIDOS LD,502300116,Pessoa Coletiva,"50000,01 a 100000"
"J. BARROSO, SOCIEDADE UNIPESSOAL, LDA",502301414,Pessoa Coletiva,"50000,01 a 100000"
"SOLSECONSTROI, LDA",502304480,Pessoa Coletiva,"50000,01 a 100000"
PANIFICADORA DE CAXARIAS LD,502305207,Pessoa Coletiva,"50000,01 a 100000"
"CAMP. CONSULTORIA, MARKETING E PROJECTOS, LDA",502306068,Pessoa Coletiva,"50000,01 a 100000"
GESVIA GAB ESTUDOS PROJECTOS LDA,502307293,Pessoa Coletiva,"50000,01 a 100000"
EURO-ORTO-PRODUTOS DE ORTOPEDIA LDA - SOCIEDADE EM LIQUIDAÇÃO,502310863,Pessoa Coletiva,"50000,01 a 100000"
"GRAFICA S. VICTORIA, LDA",502311304,Pessoa Coletiva,"50000,01 a 100000"
DECORFÁTIMA - DECORAÇÕES E REPRESENTAÇÕES LD,502312360,Pessoa Coletiva,"50000,01 a 100000"
LIMPOLIXO-LIMPEZAS INDUSTRIAIS LDA,502314427,Pessoa Coletiva,"50000,01 a 100000"
ESTOFOS JORNELO CONCEICAO REIS & F LD,502315466,Pessoa Coletiva,"50000,01 a 100000"
"ABÍLIO FERNANDO SILVA, LDA",502320249,Pessoa Coletiva,"50000,01 a 100000"
DUCAR SOC REPARACOES AUTO SERVICO PRONTO SOCORRO LD,502321725,Pessoa Coletiva,"50000,01 a 100000"
LOGICALC SOLUCOES INFORMATICAS LD,502324449,Pessoa Coletiva,"50000,01 a 100000"
"BARCELFIL-GABINETE TÉCNICO DE FILMES BORDADOS, UNIPESSOAL LDA- EM LIQUIDAÇÃO",502325763,Pessoa Coletiva,"50000,01 a 100000"
"ALGARPEÇAS - PEÇAS E ACESSÓRIOS, LDA.",502330104,Pessoa Coletiva,"50000,01 a 100000"
"LUZTEL - ELECTRICIDADE, MECANICA E TELECOMUNICAÇÕES, LDA",502332816,Pessoa Coletiva,"50000,01 a 100000"
DISTRIFARO TRANSPORTES LDA,502337087,Pessoa Coletiva,"50000,01 a 100000"
CONSTRUÇÕES LICÍNIO & MONTEIRO LDA - EM LIQUIDAÇÃO,502337370,Pessoa Coletiva,"50000,01 a 100000"
JACINTO ALMEIDA MENDONCA LD,502337451,Pessoa Coletiva,"50000,01 a 100000"
ARBOGEST - EMPREENDIMENTOS FLORESTAIS LDA,502337486,Pessoa Coletiva,"50000,01 a 100000"
GONCALVES MATOS INDUSTRIAS METALURGICAS LD,502340304,Pessoa Coletiva,"50000,01 a 100000"
JAIME TAMBORINO-COZINHAS E DECORAÇÃO LDA - EM LIQUIDAÇÃO,502340878,Pessoa Coletiva,"50000,01 a 100000"
"SOL DO CORAÇÃO - INDÚSTRIA E COMÉRCIO ALIMENTAR, LDA - (EM LIQUIDAÇÃO)",502343800,Pessoa Coletiva,"50000,01 a 100000"
"MASSA INSOLVENTE DE CAMINHAMOS CONSIGO, LDA",502344270,Pessoa Coletiva,"50000,01 a 100000"
C V V CONSTRUTORA VALE VOUGA LD,502345527,Pessoa Coletiva,"50000,01 a 100000"
PEUTEX INDUSTRIA PEUGAS BRANDAO & VIEIRA LD,502346027,Pessoa Coletiva,"50000,01 a 100000"
O CHURRASCO DE S. PEDRO LDA,502347317,Pessoa Coletiva,"50000,01 a 100000"
"MAISMETAL, METALOMECANICA S.A.",502348046,Pessoa Coletiva,"50000,01 a 100000"
JOSE MANUEL & GUERREIRO LDA,502349492,Pessoa Coletiva,"50000,01 a 100000"
"CONSTRUÇÕES FULGENCIO & SANTOS, LDA",502350148,Pessoa Coletiva,"50000,01 a 100000"
PADARIA PASTELARIA IRMAOS VILELAS LD,502351454,Pessoa Coletiva,"50000,01 a 100000"
"CHOCOSUMOS, COMÉRCIO E DISTRIBUIÇÃO DE PRODUTOS ALIMENTARES, LIMITADA - EM LIQUIDAÇÃO",502352388,Pessoa Coletiva,"50000,01 a 100000"
TRAFITAL COMERCIO SERVICOS AGRICULTURA LD,502355859,Pessoa Coletiva,"50000,01 a 100000"
"EURO JEANS - CONFECÇÃO DE VESTUÁRIO LDA, EM LIQUIDAÇÃO",502356421,Pessoa Coletiva,"50000,01 a 100000"
MINHOTEIRA CONFECCOES LD,502362111,Pessoa Coletiva,"50000,01 a 100000"
M. L. BOLSAS IMP COM ARTIGOS VIAGEM E GUARDA CHUVAS S A,502362294,Pessoa Coletiva,"50000,01 a 100000"
ELTEF - ELECTRICIDADE E TELECOMUNICAÇÃO LDA,502363304,Pessoa Coletiva,"50000,01 a 100000"
TRANSPUBLICO TRANSPORTES PUBLICOS LD,502364181,Pessoa Coletiva,"50000,01 a 100000"
ANTONIO MANUEL JESUS NEVES LD,502364351,Pessoa Coletiva,"50000,01 a 100000"
"RESTAURANTE A MOAMBA, LDA.",502365072,Pessoa Coletiva,"50000,01 a 100000"
"CONFECCOES MAR DO NORTE, LDA.",502368802,Pessoa Coletiva,"50000,01 a 100000"
PIMENTA & PIMENTA LDA,502372192,Pessoa Coletiva,"50000,01 a 100000"
"MASSA INSOLVENTE DE - FERALPE PINTURAS E DECORAÇÕES E MATERIAIS DE CONSTRUÇÃO, LDA",502374527,Pessoa Coletiva,"50000,01 a 100000"
TEXTIL D FONSECA RIBEIRO LD,502374551,Pessoa Coletiva,"50000,01 a 100000"
MASSA INSOLVENTE DE VARZEAPRINT ESTAMPARIA TEXTIL LD,502375140,Pessoa Coletiva,"50000,01 a 100000"
NOVO MURO-ARQUITECTURA E CONSTRUÇÃO LDA - EM LIQUIDAÇÃO,502377739,Pessoa Coletiva,"50000,01 a 100000"
CHAMPILUSO COM IND AGRO-ALIMENTAR LD,502379715,Pessoa Coletiva,"50000,01 a 100000"
PINHOLIPTO EMPRES FLORESTAIS LD,502381213,Pessoa Coletiva,"50000,01 a 100000"
OLIVEIRA & RIBEIRO LD,502384492,Pessoa Coletiva,"50000,01 a 100000"
"MASSA INSOLVENTE RENTE & CORDEIRO TEXTEIS,UNIPESSOAL LD",502384999,Pessoa Coletiva,"50000,01 a 100000"
BACALHAU E FREIXO LDA,502385200,Pessoa Coletiva,"50000,01 a 100000"
AUTO COMPETIDORA AUTOMOVEIS LD,502385502,Pessoa Coletiva,"50000,01 a 100000"
CASAVIANA PLANOS PROJECTOS CONSTRUCAO LD,502385618,Pessoa Coletiva,"50000,01 a 100000"
SECUNDINO & SALGADO LDA - EM LIQUIDAÇÃO,502387092,Pessoa Coletiva,"50000,01 a 100000"
CONFECCOES AVELEDA CORREIA & JORGE LD,502388676,Pessoa Coletiva,"50000,01 a 100000"
"ANTERO M.MOREIRA-CONSTRUÇÃO CIVIL, UNIPESSOAL LDA- EM LIQUIDAÇÃO",502388994,Pessoa Coletiva,"50000,01 a 100000"
JOÃO MANUEL DE SOUSA E SILVA LDA - EM LIQUIDAÇÃO,502391057,Pessoa Coletiva,"50000,01 a 100000"
MASSA INSOLVENTE -ADELIO MACEDO CORREIA & FILHOS LDA,502401842,Pessoa Coletiva,"50000,01 a 100000"
ATM ACESSÓRIOS PARA TRANSMISSÃO MECÂNICA LDA.,502402296,Pessoa Coletiva,"50000,01 a 100000"
ROCRIS TRATORES MAQUINAS INDUSTRIAIS LDA,502405074,Pessoa Coletiva,"50000,01 a 100000"
"FILNETO - CONSTRUÇÃO CIVIL LDA, EM LIQUIDAÇÃO",502415800,Pessoa Coletiva,"50000,01 a 100000"
GETULIO PEREIRA LD,502418400,Pessoa Coletiva,"50000,01 a 100000"
PRATA PRATA LD,502419598,Pessoa Coletiva,"50000,01 a 100000"
ANTONIO EMIDIO LOURICEIRA LD,502420359,Pessoa Coletiva,"50000,01 a 100000"
TRANSPORTES SPAIN LUSO LDA,502422050,Pessoa Coletiva,"50000,01 a 100000"
TEDIANTUA SOC TECTOS FALSOS DIVISORIAS ISOLAMENTOS ANTUA LD,502422173,Pessoa Coletiva,"50000,01 a 100000"
DOCUMENTOS E EVENTOS COMUNICACAO E IMAGEM SA,502423064,Pessoa Coletiva,"50000,01 a 100000"
ELISIO FERREIRA PINHO LD,502429984,Pessoa Coletiva,"50000,01 a 100000"
VICENTE SIMOES PANDEIRADA LD,502430087,Pessoa Coletiva,"50000,01 a 100000"
"COSTA RAMOS, LDA - EM LIQUIDAÇÃO",502431164,Pessoa Coletiva,"50000,01 a 100000"
"AUGUSTO AUTOMOVEIS, LDA.",502431725,Pessoa Coletiva,"50000,01 a 100000"
"SOCIEDADE OPERACIONAL DE SERVIÇOS ELECTRICOS E ELECTRÓNICOS, LDA - EM LIQUIDAÇÃO",502434619,Pessoa Coletiva,"50000,01 a 100000"
MOISES OLIVEIRA FERNANDES MADEIRAS LD,502440660,Pessoa Coletiva,"50000,01 a 100000"
"VILA REAL MAR - PESCAS E PRODUTOS ALIMENTARES, LDA.",502443189,Pessoa Coletiva,"50000,01 a 100000"
NOVA FERRÁRIA-IMPORTAÇÃO E EXPORTAÇÃO LDA - EM LIQUIDAÇÃO,502445890,Pessoa Coletiva,"50000,01 a 100000"
IMT INDUSTRIAS METALOMECANICAS TRAMAGAL LDA,502449845,Pessoa Coletiva,"50000,01 a 100000"
MEDISA EDICOES DIVULGACOES CIENTIFICAS LD,502450932,Pessoa Coletiva,"50000,01 a 100000"
"NORDALFER - CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS, LDA",502453230,Pessoa Coletiva,"50000,01 a 100000"
"MOREIRA & SAMPAIO - CONFECÇÕES, UNIPESSOAL LDA",502453249,Pessoa Coletiva,"50000,01 a 100000"
SOPREFIMADIL SOC CONSTRUCOES CAVADINHA LD,502456108,Pessoa Coletiva,"50000,01 a 100000"
CADURI SOC CONSTRUCOES LD,502459166,Pessoa Coletiva,"50000,01 a 100000"
MASSA INSOLVENTE DE MGPL MARMORES GRANITOS POVOA LANHOSO LD,502465042,Pessoa Coletiva,"50000,01 a 100000"
CONSTRUCOES QUELHA LD,502465956,Pessoa Coletiva,"50000,01 a 100000"
PANISEVER PANIFICADORA SEVERO LD,502467630,Pessoa Coletiva,"50000,01 a 100000"
"TELES & FILHOS, LDA - EM LIQUIDAÇÃO",502469692,Pessoa Coletiva,"50000,01 a 100000"
"CONFECÇÕES IRMARTEXTIL, LIMITADA - EM LIQUIDAÇÃO",502470356,Pessoa Coletiva,"50000,01 a 100000"
AUTO PARQUE HORACIO ANTUNES FERREIRA LD,502470496,Pessoa Coletiva,"50000,01 a 100000"
SOC INDUSTRIAL CALCADOS COMPRIDOS LD,502470690,Pessoa Coletiva,"50000,01 a 100000"
"ESTCALC-PROJECTOS DE ENGENHARIA, UNIPESSOAL LDA",502474793,Pessoa Coletiva,"50000,01 a 100000"
OPTICUS - CENTRO OPTICO S A,502475188,Pessoa Coletiva,"50000,01 a 100000"
GUILHERME MARQUES CARVALHO & COMP LDA,502486031,Pessoa Coletiva,"50000,01 a 100000"
